Адр,МК,IP,CR,AR,DR,SP,BR,AC,PS,NZVCСчМК
07,8078104002,443,0000,442,0000,000,0442,0000,004,010078
78,81A4084002,443,0000,442,0000,000,0442,0000,004,010079
79,8189044002,443,0000,442,0000,000,0442,0000,004,01007A
7A,817D024002,443,0000,442,0000,000,0442,0000,004,01007B
7B,80C4014002,443,0000,442,0000,000,0442,0000,004,0100C4
C4,80DE801040,443,0000,442,0000,000,0442,0000,004,0100DE
DE,4000000000,443,0000,442,0000,000,0442,0000,004,0100DF
DF,8001101040,443,0000,442,0000,000,0442,0000,004,010001
01,00A0009004,443,0000,443,0000,000,0443,0000,004,010002
02,0104009420,444,0000,443,0000,000,0443,0000,004,010003
03,0002009001,444,0000,443,0000,000,0443,0000,004,010004
04,8109804002,444,0000,443,0000,000,0443,0000,004,010005
05,810C404002,444,0000,443,0000,000,0443,0000,004,010006
06,810C204002,444,0000,443,0000,000,0443,0000,004,010007
07,8078104002,444,0000,443,0000,000,0443,0000,004,010078
78,81A4084002,444,0000,443,0000,000,0443,0000,004,010079
79,8189044002,444,0000,443,0000,000,0443,0000,004,01007A
7A,817D024002,444,0000,443,0000,000,0443,0000,004,01007B
7B,80C4014002,444,0000,443,0000,000,0443,0000,004,0100C4
C4,80DE801040,444,0000,443,0000,000,0443,0000,004,0100DE
DE,4000000000,444,0000,443,0000,000,0443,0000,004,0100DF
DF,8001101040,444,0000,443,0000,000,0443,0000,004,010001
01,00A0009004,444,0000,444,0000,000,0444,0000,004,010002
02,0104009420,445,0000,444,0000,000,0444,0000,004,010003
03,0002009001,445,0000,444,0000,000,0444,0000,004,010004
04,8109804002,445,0000,444,0000,000,0444,0000,004,010005
05,810C404002,445,0000,444,0000,000,0444,0000,004,010006
06,810C204002,445,0000,444,0000,000,0444,0000,004,010007
07,8078104002,445,0000,444,0000,000,0444,0000,004,010078
78,81A4084002,445,0000,444,0000,000,0444,0000,004,010079
79,8189044002,445,0000,444,0000,000,0444,0000,004,01007A
7A,817D024002,445,0000,444,0000,000,0444,0000,004,01007B
7B,80C4014002,445,0000,444,0000,000,0444,0000,004,0100C4
C4,80DE801040,445,0000,444,0000,000,0444,0000,004,0100DE
DE,4000000000,445,0000,444,0000,000,0444,0000,004,0100DF
DF,8001101040,445,0000,444,0000,000,0444,0000,004,010001
01,00A0009004,445,0000,445,0000,000,0445,0000,004,010002
02,0104009420,446,0000,445,0000,000,0445,0000,004,010003
03,0002009001,446,0000,445,0000,000,0445,0000,004,010004
04,8109804002,446,0000,445,0000,000,0445,0000,004,010005
05,810C404002,446,0000,445,0000,000,0445,0000,004,010006
06,810C204002,446,0000,445,0000,000,0445,0000,004,010007
07,8078104002,446,0000,445,0000,000,0445,0000,004,010078
78,81A4084002,446,0000,445,0000,000,0445,0000,004,010079
79,8189044002,446,0000,445,0000,000,0445,0000,004,01007A
7A,817D024002,446,0000,445,0000,000,0445,0000,004,01007B
7B,80C4014002,446,0000,445,0000,000,0445,0000,004,0100C4
C4,80DE801040,446,0000,445,0000,000,0445,0000,004,0100DE
DE,4000000000,446,0000,445,0000,000,0445,0000,004,0100DF
DF,8001101040,446,0000,445,0000,000,0445,0000,004,010001
01,00A0009004,446,0000,446,0000,000,0446,0000,004,010002
02,0104009420,447,0000,446,0000,000,0446,0000,004,010003
03,0002009001,447,0000,446,0000,000,0446,0000,004,010004
04,8109804002,447,0000,446,0000,000,0446,0000,004,010005
05,810C404002,447,0000,446,0000,000,0446,0000,004,010006
06,810C204002,447,0000,446,0000,000,0446,0000,004,010007
07,8078104002,447,0000,446,0000,000,0446,0000,004,010078
78,81A4084002,447,0000,446,0000,000,0446,0000,004,010079
79,8189044002,447,0000,446,0000,000,0446,0000,004,01007A
7A,817D024002,447,0000,446,0000,000,0446,0000,004,01007B
7B,80C4014002,447,0000,446,0000,000,0446,0000,004,0100C4
C4,80DE801040,447,0000,446,0000,000,0446,0000,004,0100DE
DE,4000000000,447,0000,446,0000,000,0446,0000,004,0100DF
DF,8001101040,447,0000,446,0000,000,0446,0000,004,010001
01,00A0009004,447,0000,447,0000,000,0447,0000,004,010002
02,0104009420,448,0000,447,0000,000,0447,0000,004,010003
03,0002009001,448,0000,447,0000,000,0447,0000,004,010004
04,8109804002,448,0000,447,0000,000,0447,0000,004,010005
05,810C404002,448,0000,447,0000,000,0447,0000,004,010006
06,810C204002,448,0000,447,0000,000,0447,0000,004,010007
07,8078104002,448,0000,447,0000,000,0447,0000,004,010078
78,81A4084002,448,0000,447,0000,000,0447,0000,004,010079
79,8189044002,448,0000,447,0000,000,0447,0000,004,01007A
7A,817D024002,448,0000,447,0000,000,0447,0000,004,01007B
7B,80C4014002,448,0000,447,0000,000,0447,0000,004,0100C4
C4,80DE801040,448,0000,447,0000,000,0447,0000,004,0100DE
DE,4000000000,448,0000,447,0000,000,0447,0000,004,0100DF
DF,8001101040,448,0000,447,0000,000,0447,0000,004,010001
01,00A0009004,448,0000,448,0000,000,0448,0000,004,010002
02,0104009420,449,0000,448,0000,000,0448,0000,004,010003
03,0002009001,449,0000,448,0000,000,0448,0000,004,010004
04,8109804002,449,0000,448,0000,000,0448,0000,004,010005
05,810C404002,449,0000,448,0000,000,0448,0000,004,010006
06,810C204002,449,0000,448,0000,000,0448,0000,004,010007
07,8078104002,449,0000,448,0000,000,0448,0000,004,010078
78,81A4084002,449,0000,448,0000,000,0448,0000,004,010079
79,8189044002,449,0000,448,0000,000,0448,0000,004,01007A
7A,817D024002,449,0000,448,0000,000,0448,0000,004,01007B
7B,80C4014002,449,0000,448,0000,000,0448,0000,004,0100C4
C4,80DE801040,449,0000,448,0000,000,0448,0000,004,0100DE
DE,4000000000,449,0000,448,0000,000,0448,0000,004,0100DF
DF,8001101040,449,0000,448,0000,000,0448,0000,004,010001
01,00A0009004,449,0000,449,0000,000,0449,0000,004,010002
02,0104009420,44A,0000,449,0000,000,0449,0000,004,010003
03,0002009001,44A,0000,449,0000,000,0449,0000,004,010004
04,8109804002,44A,0000,449,0000,000,0449,0000,004,010005
05,810C404002,44A,0000,449,0000,000,0449,0000,004,010006
06,810C204002,44A,0000,449,0000,000,0449,0000,004,010007
07,8078104002,44A,0000,449,0000,000,0449,0000,004,010078
78,81A4084002,44A,0000,449,0000,000,0449,0000,004,010079
79,8189044002,44A,0000,449,0000,000,0449,0000,004,01007A
7A,817D024002,44A,0000,449,0000,000,0449,0000,004,01007B
7B,80C4014002,44A,0000,449,0000,000,0449,0000,004,0100C4
C4,80DE801040,44A,0000,449,0000,000,0449,0000,004,0100DE
DE,4000000000,44A,0000,449,0000,000,0449,0000,004,0100DF
DF,8001101040,44A,0000,449,0000,000,0449,0000,004,010001
01,00A0009004,44A,0000,44A,0000,000,044A,0000,004,010002
02,0104009420,44B,0000,44A,0000,000,044A,0000,004,010003
03,0002009001,44B,0000,44A,0000,000,044A,0000,004,010004
04,8109804002,44B,0000,44A,0000,000,044A,0000,004,010005
05,810C404002,44B,0000,44A,0000,000,044A,0000,004,010006
06,810C204002,44B,0000,44A,0000,000,044A,0000,004,010007
07,8078104002,44B,0000,44A,0000,000,044A,0000,004,010078
78,81A4084002,44B,0000,44A,0000,000,044A,0000,004,010079
79,8189044002,44B,0000,44A,0000,000,044A,0000,004,01007A
7A,817D024002,44B,0000,44A,0000,000,044A,0000,004,01007B
7B,80C4014002,44B,0000,44A,0000,000,044A,0000,004,0100C4
C4,80DE801040,44B,0000,44A,0000,000,044A,0000,004,0100DE
DE,4000000000,44B,0000,44A,0000,000,044A,0000,004,0100DF
DF,8001101040,44B,0000,44A,0000,000,044A,0000,004,010001
01,00A0009004,44B,0000,44B,0000,000,044B,0000,004,010002
02,0104009420,44C,0000,44B,0000,000,044B,0000,004,010003
03,0002009001,44C,0000,44B,0000,000,044B,0000,004,010004
04,8109804002,44C,0000,44B,0000,000,044B,0000,004,010005
05,810C404002,44C,0000,44B,0000,000,044B,0000,004,010006
06,810C204002,44C,0000,44B,0000,000,044B,0000,004,010007
07,8078104002,44C,0000,44B,0000,000,044B,0000,004,010078
78,81A4084002,44C,0000,44B,0000,000,044B,0000,004,010079
79,8189044002,44C,0000,44B,0000,000,044B,0000,004,01007A
7A,817D024002,44C,0000,44B,0000,000,044B,0000,004,01007B
7B,80C4014002,44C,0000,44B,0000,000,044B,0000,004,0100C4
C4,80DE801040,44C,0000,44B,0000,000,044B,0000,004,0100DE
DE,4000000000,44C,0000,44B,0000,000,044B,0000,004,0100DF
DF,8001101040,44C,0000,44B,0000,000,044B,0000,004,010001
01,00A0009004,44C,0000,44C,0000,000,044C,0000,004,010002
02,0104009420,44D,0000,44C,0000,000,044C,0000,004,010003
03,0002009001,44D,0000,44C,0000,000,044C,0000,004,010004
04,8109804002,44D,0000,44C,0000,000,044C,0000,004,010005
05,810C404002,44D,0000,44C,0000,000,044C,0000,004,010006
06,810C204002,44D,0000,44C,0000,000,044C,0000,004,010007
07,8078104002,44D,0000,44C,0000,000,044C,0000,004,010078
78,81A4084002,44D,0000,44C,0000,000,044C,0000,004,010079
79,8189044002,44D,0000,44C,0000,000,044C,0000,004,01007A
7A,817D024002,44D,0000,44C,0000,000,044C,0000,004,01007B
7B,80C4014002,44D,0000,44C,0000,000,044C,0000,004,0100C4
C4,80DE801040,44D,0000,44C,0000,000,044C,0000,004,0100DE
DE,4000000000,44D,0000,44C,0000,000,044C,0000,004,0100DF
DF,8001101040,44D,0000,44C,0000,000,044C,0000,004,010001
01,00A0009004,44D,0000,44D,0000,000,044D,0000,004,010002
02,0104009420,44E,0000,44D,0000,000,044D,0000,004,010003
03,0002009001,44E,0000,44D,0000,000,044D,0000,004,010004
04,8109804002,44E,0000,44D,0000,000,044D,0000,004,010005
05,810C404002,44E,0000,44D,0000,000,044D,0000,004,010006
06,810C204002,44E,0000,44D,0000,000,044D,0000,004,010007
07,8078104002,44E,0000,44D,0000,000,044D,0000,004,010078
78,81A4084002,44E,0000,44D,0000,000,044D,0000,004,010079
79,8189044002,44E,0000,44D,0000,000,044D,0000,004,01007A
7A,817D024002,44E,0000,44D,0000,000,044D,0000,004,01007B
7B,80C4014002,44E,0000,44D,0000,000,044D,0000,004,0100C4
C4,80DE801040,44E,0000,44D,0000,000,044D,0000,004,0100DE
DE,4000000000,44E,0000,44D,0000,000,044D,0000,004,0100DF
DF,8001101040,44E,0000,44D,0000,000,044D,0000,004,010001
01,00A0009004,44E,0000,44E,0000,000,044E,0000,004,010002
02,0104009420,44F,0000,44E,0000,000,044E,0000,004,010003
03,0002009001,44F,0000,44E,0000,000,044E,0000,004,010004
04,8109804002,44F,0000,44E,0000,000,044E,0000,004,010005
05,810C404002,44F,0000,44E,0000,000,044E,0000,004,010006
06,810C204002,44F,0000,44E,0000,000,044E,0000,004,010007
07,8078104002,44F,0000,44E,0000,000,044E,0000,004,010078
78,81A4084002,44F,0000,44E,0000,000,044E,0000,004,010079
79,8189044002,44F,0000,44E,0000,000,044E,0000,004,01007A
7A,817D024002,44F,0000,44E,0000,000,044E,0000,004,01007B
7B,80C4014002,44F,0000,44E,0000,000,044E,0000,004,0100C4
C4,80DE801040,44F,0000,44E,0000,000,044E,0000,004,0100DE
DE,4000000000,44F,0000,44E,0000,000,044E,0000,004,0100DF
DF,8001101040,44F,0000,44E,0000,000,044E,0000,004,010001
01,00A0009004,44F,0000,44F,0000,000,044F,0000,004,010002
02,0104009420,450,0000,44F,0000,000,044F,0000,004,010003
03,0002009001,450,0000,44F,0000,000,044F,0000,004,010004
04,8109804002,450,0000,44F,0000,000,044F,0000,004,010005
05,810C404002,450,0000,44F,0000,000,044F,0000,004,010006
06,810C204002,450,0000,44F,0000,000,044F,0000,004,010007
07,8078104002,450,0000,44F,0000,000,044F,0000,004,010078
78,81A4084002,450,0000,44F,0000,000,044F,0000,004,010079
79,8189044002,450,0000,44F,0000,000,044F,0000,004,01007A
7A,817D024002,450,0000,44F,0000,000,044F,0000,004,01007B
7B,80C4014002,450,0000,44F,0000,000,044F,0000,004,0100C4
C4,80DE801040,450,0000,44F,0000,000,044F,0000,004,0100DE
DE,4000000000,450,0000,44F,0000,000,044F,0000,004,0100DF
DF,8001101040,450,0000,44F,0000,000,044F,0000,004,010001
01,00A0009004,450,0000,450,0000,000,0450,0000,004,010002
02,0104009420,451,0000,450,0000,000,0450,0000,004,010003
03,0002009001,451,0000,450,0000,000,0450,0000,004,010004
04,8109804002,451,0000,450,0000,000,0450,0000,004,010005
05,810C404002,451,0000,450,0000,000,0450,0000,004,010006
06,810C204002,451,0000,450,0000,000,0450,0000,004,010007
07,8078104002,451,0000,450,0000,000,0450,0000,004,010078
78,81A4084002,451,0000,450,0000,000,0450,0000,004,010079
79,8189044002,451,0000,450,0000,000,0450,0000,004,01007A
7A,817D024002,451,0000,450,0000,000,0450,0000,004,01007B
7B,80C4014002,451,0000,450,0000,000,0450,0000,004,0100C4
C4,80DE801040,451,0000,450,0000,000,0450,0000,004,0100DE
DE,4000000000,451,0000,450,0000,000,0450,0000,004,0100DF
DF,8001101040,451,0000,450,0000,000,0450,0000,004,010001
01,00A0009004,451,0000,451,0000,000,0451,0000,004,010002
02,0104009420,452,0000,451,0000,000,0451,0000,004,010003
03,0002009001,452,0000,451,0000,000,0451,0000,004,010004
04,8109804002,452,0000,451,0000,000,0451,0000,004,010005
05,810C404002,452,0000,451,0000,000,0451,0000,004,010006
06,810C204002,452,0000,451,0000,000,0451,0000,004,010007
07,8078104002,452,0000,451,0000,000,0451,0000,004,010078
78,81A4084002,452,0000,451,0000,000,0451,0000,004,010079
79,8189044002,452,0000,451,0000,000,0451,0000,004,01007A
7A,817D024002,452,0000,451,0000,000,0451,0000,004,01007B
7B,80C4014002,452,0000,451,0000,000,0451,0000,004,0100C4
C4,80DE801040,452,0000,451,0000,000,0451,0000,004,0100DE
DE,4000000000,452,0000,451,0000,000,0451,0000,004,0100DF
DF,8001101040,452,0000,451,0000,000,0451,0000,004,010001
01,00A0009004,452,0000,452,0000,000,0452,0000,004,010002
02,0104009420,453,0000,452,0000,000,0452,0000,004,010003
03,0002009001,453,0000,452,0000,000,0452,0000,004,010004
04,8109804002,453,0000,452,0000,000,0452,0000,004,010005
05,810C404002,453,0000,452,0000,000,0452,0000,004,010006
06,810C204002,453,0000,452,0000,000,0452,0000,004,010007
07,8078104002,453,0000,452,0000,000,0452,0000,004,010078
78,81A4084002,453,0000,452,0000,000,0452,0000,004,010079
79,8189044002,453,0000,452,0000,000,0452,0000,004,01007A
7A,817D024002,453,0000,452,0000,000,0452,0000,004,01007B
7B,80C4014002,453,0000,452,0000,000,0452,0000,004,0100C4
C4,80DE801040,453,0000,452,0000,000,0452,0000,004,0100DE
DE,4000000000,453,0000,452,0000,000,0452,0000,004,0100DF
DF,8001101040,453,0000,452,0000,000,0452,0000,004,010001
01,00A0009004,453,0000,453,0000,000,0453,0000,004,010002
02,0104009420,454,0000,453,0000,000,0453,0000,004,010003
03,0002009001,454,0000,453,0000,000,0453,0000,004,010004
04,8109804002,454,0000,453,0000,000,0453,0000,004,010005
05,810C404002,454,0000,453,0000,000,0453,0000,004,010006
06,810C204002,454,0000,453,0000,000,0453,0000,004,010007
07,8078104002,454,0000,453,0000,000,0453,0000,004,010078
78,81A4084002,454,0000,453,0000,000,0453,0000,004,010079
79,8189044002,454,0000,453,0000,000,0453,0000,004,01007A
7A,817D024002,454,0000,453,0000,000,0453,0000,004,01007B
7B,80C4014002,454,0000,453,0000,000,0453,0000,004,0100C4
C4,80DE801040,454,0000,453,0000,000,0453,0000,004,0100DE
DE,4000000000,454,0000,453,0000,000,0453,0000,004,0100DF
DF,8001101040,454,0000,453,0000,000,0453,0000,004,010001
01,00A0009004,454,0000,454,0000,000,0454,0000,004,010002
02,0104009420,455,0000,454,0000,000,0454,0000,004,010003
03,0002009001,455,0000,454,0000,000,0454,0000,004,010004
04,8109804002,455,0000,454,0000,000,0454,0000,004,010005
05,810C404002,455,0000,454,0000,000,0454,0000,004,010006
06,810C204002,455,0000,454,0000,000,0454,0000,004,010007
07,8078104002,455,0000,454,0000,000,0454,0000,004,010078
78,81A4084002,455,0000,454,0000,000,0454,0000,004,010079
79,8189044002,455,0000,454,0000,000,0454,0000,004,01007A
7A,817D024002,455,0000,454,0000,000,0454,0000,004,01007B
7B,80C4014002,455,0000,454,0000,000,0454,0000,004,0100C4
C4,80DE801040,455,0000,454,0000,000,0454,0000,004,0100DE
DE,4000000000,455,0000,454,0000,000,0454,0000,004,0100DF
DF,8001101040,455,0000,454,0000,000,0454,0000,004,010001
01,00A0009004,455,0000,455,0000,000,0455,0000,004,010002
02,0104009420,456,0000,455,0000,000,0455,0000,004,010003
03,0002009001,456,0000,455,0000,000,0455,0000,004,010004
04,8109804002,456,0000,455,0000,000,0455,0000,004,010005
05,810C404002,456,0000,455,0000,000,0455,0000,004,010006
06,810C204002,456,0000,455,0000,000,0455,0000,004,010007
07,8078104002,456,0000,455,0000,000,0455,0000,004,010078
78,81A4084002,456,0000,455,0000,000,0455,0000,004,010079
79,8189044002,456,0000,455,0000,000,0455,0000,004,01007A
7A,817D024002,456,0000,455,0000,000,0455,0000,004,01007B
7B,80C4014002,456,0000,455,0000,000,0455,0000,004,0100C4
C4,80DE801040,456,0000,455,0000,000,0455,0000,004,0100DE
DE,4000000000,456,0000,455,0000,000,0455,0000,004,0100DF
DF,8001101040,456,0000,455,0000,000,0455,0000,004,010001
01,00A0009004,456,0000,456,0000,000,0456,0000,004,010002
02,0104009420,457,0000,456,0000,000,0456,0000,004,010003
03,0002009001,457,0000,456,0000,000,0456,0000,004,010004
04,8109804002,457,0000,456,0000,000,0456,0000,004,010005
05,810C404002,457,0000,456,0000,000,0456,0000,004,010006
06,810C204002,457,0000,456,0000,000,0456,0000,004,010007
07,8078104002,457,0000,456,0000,000,0456,0000,004,010078
78,81A4084002,457,0000,456,0000,000,0456,0000,004,010079
79,8189044002,457,0000,456,0000,000,0456,0000,004,01007A
7A,817D024002,457,0000,456,0000,000,0456,0000,004,01007B
7B,80C4014002,457,0000,456,0000,000,0456,0000,004,0100C4
C4,80DE801040,457,0000,456,0000,000,0456,0000,004,0100DE
DE,4000000000,457,0000,456,0000,000,0456,0000,004,0100DF
DF,8001101040,457,0000,456,0000,000,0456,0000,004,010001
01,00A0009004,457,0000,457,0000,000,0457,0000,004,010002
02,0104009420,458,0000,457,0000,000,0457,0000,004,010003
03,0002009001,458,0000,457,0000,000,0457,0000,004,010004
04,8109804002,458,0000,457,0000,000,0457,0000,004,010005
05,810C404002,458,0000,457,0000,000,0457,0000,004,010006
06,810C204002,458,0000,457,0000,000,0457,0000,004,010007
07,8078104002,458,0000,457,0000,000,0457,0000,004,010078
78,81A4084002,458,0000,457,0000,000,0457,0000,004,010079
79,8189044002,458,0000,457,0000,000,0457,0000,004,01007A
7A,817D024002,458,0000,457,0000,000,0457,0000,004,01007B
7B,80C4014002,458,0000,457,0000,000,0457,0000,004,0100C4
C4,80DE801040,458,0000,457,0000,000,0457,0000,004,0100DE
DE,4000000000,458,0000,457,0000,000,0457,0000,004,0100DF
DF,8001101040,458,0000,457,0000,000,0457,0000,004,010001
01,00A0009004,458,0000,458,0000,000,0458,0000,004,010002
02,0104009420,459,0000,458,0000,000,0458,0000,004,010003
03,0002009001,459,0000,458,0000,000,0458,0000,004,010004
04,8109804002,459,0000,458,0000,000,0458,0000,004,010005
05,810C404002,459,0000,458,0000,000,0458,0000,004,010006
06,810C204002,459,0000,458,0000,000,0458,0000,004,010007
07,8078104002,459,0000,458,0000,000,0458,0000,004,010078
78,81A4084002,459,0000,458,0000,000,0458,0000,004,010079
79,8189044002,459,0000,458,0000,000,0458,0000,004,01007A
7A,817D024002,459,0000,458,0000,000,0458,0000,004,01007B
7B,80C4014002,459,0000,458,0000,000,0458,0000,004,0100C4
C4,80DE801040,459,0000,458,0000,000,0458,0000,004,0100DE
DE,4000000000,459,0000,458,0000,000,0458,0000,004,0100DF
DF,8001101040,459,0000,458,0000,000,0458,0000,004,010001
01,00A0009004,459,0000,459,0000,000,0459,0000,004,010002
02,0104009420,45A,0000,459,0000,000,0459,0000,004,010003
03,0002009001,45A,0000,459,0000,000,0459,0000,004,010004
04,8109804002,45A,0000,459,0000,000,0459,0000,004,010005
05,810C404002,45A,0000,459,0000,000,0459,0000,004,010006
06,810C204002,45A,0000,459,0000,000,0459,0000,004,010007
07,8078104002,45A,0000,459,0000,000,0459,0000,004,010078
78,81A4084002,45A,0000,459,0000,000,0459,0000,004,010079
79,8189044002,45A,0000,459,0000,000,0459,0000,004,01007A
7A,817D024002,45A,0000,459,0000,000,0459,0000,004,01007B
7B,80C4014002,45A,0000,459,0000,000,0459,0000,004,0100C4
C4,80DE801040,45A,0000,459,0000,000,0459,0000,004,0100DE
DE,4000000000,45A,0000,459,0000,000,0459,0000,004,0100DF
DF,8001101040,45A,0000,459,0000,000,0459,0000,004,010001
01,00A0009004,45A,0000,45A,0000,000,045A,0000,004,010002
02,0104009420,45B,0000,45A,0000,000,045A,0000,004,010003
03,0002009001,45B,0000,45A,0000,000,045A,0000,004,010004
04,8109804002,45B,0000,45A,0000,000,045A,0000,004,010005
05,810C404002,45B,0000,45A,0000,000,045A,0000,004,010006
06,810C204002,45B,0000,45A,0000,000,045A,0000,004,010007
07,8078104002,45B,0000,45A,0000,000,045A,0000,004,010078
78,81A4084002,45B,0000,45A,0000,000,045A,0000,004,010079
79,8189044002,45B,0000,45A,0000,000,045A,0000,004,01007A
7A,817D024002,45B,0000,45A,0000,000,045A,0000,004,01007B
7B,80C4014002,45B,0000,45A,0000,000,045A,0000,004,0100C4
C4,80DE801040,45B,0000,45A,0000,000,045A,0000,004,0100DE
DE,4000000000,45B,0000,45A,0000,000,045A,0000,004,0100DF
DF,8001101040,45B,0000,45A,0000,000,045A,0000,004,010001
01,00A0009004,45B,0000,45B,0000,000,045B,0000,004,010002
02,0104009420,45C,0000,45B,0000,000,045B,0000,004,010003
03,0002009001,45C,0000,45B,0000,000,045B,0000,004,010004
04,8109804002,45C,0000,45B,0000,000,045B,0000,004,010005
05,810C404002,45C,0000,45B,0000,000,045B,0000,004,010006
06,810C204002,45C,0000,45B,0000,000,045B,0000,004,010007
07,8078104002,45C,0000,45B,0000,000,045B,0000,004,010078
78,81A4084002,45C,0000,45B,0000,000,045B,0000,004,010079
79,8189044002,45C,0000,45B,0000,000,045B,0000,004,01007A
7A,817D024002,45C,0000,45B,0000,000,045B,0000,004,01007B
